application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,gender_encoded,international_encoded,major_Business,major_Humanities,major_STEM,race_Asian,race_Black,race_White,race_Hispanic,race_Other,work_industry_Financial Services,work_industry_Investment Management,work_industry_Technology,work_industry_Consulting,work_industry_Nonprofit/Gov,work_industry_PE/VC,work_industry_Health Care,work_industry_Investment Banking,work_industry_Other,work_industry_Retail,work_industry_Energy,work_industry_CPG,work_industry_Real Estate,work_industry_Media/Entertainment,admission_Admit,admission_Reject,admission_Waitlist,gpa_normalized,gmat_normalized,work_exp_normalized
5912,Male,False,3.13,Humanities,Asian,600.0,6.0,Health Care,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-1.0551305451200002,0.9698083694997597
5913,Male,True,3.26,STEM,White,660.0,6.0,Financial Services,Reject,0,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07029002636032636,0.1906292134943554,0.9698083694997597
5914,Male,False,3.16,Business,White,610.0,5.0,Nonprofit/Gov,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-0.8475039186842742,-0.02174918999231319
5915,Male,False,3.2,Business,Black,670.0,4.0,Nonprofit/Gov,Reject,0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,0.39825583993008135,-1.013306749484386
5916,Female,True,3.23,STEM,White,670.0,3.0,PE/VC,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,0.39825583993008135,-2.0048643089764586
5917,Male,False,3.33,Humanities,Asian,610.0,6.0,Financial Services,Reject,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5450200327566228,-0.8475039186842742,0.9698083694997597
5918,Female,False,3.45,STEM,White,690.0,6.0,Consulting,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3588429008645568,0.8135090928015333,0.9698083694997597
5919,Male,False,3.44,STEM,White,680.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2910243285222276,0.6058824663658073,-0.02174918999231319
5920,Male,False,3.25,Business,Asian,660.0,5.0,Investment Banking,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0024714540180000174,0.1906292134943554,-0.02174918999231319
5921,Male,False,3.36,Humanities,Black,680.0,5.0,Consulting,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7484757497836048,0.6058824663658073,-0.02174918999231319
5922,Male,False,3.26,Humanities,Black,620.0,4.0,Consulting,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07029002636032636,-0.6398772922485483,-1.013306749484386
5923,Female,True,3.28,STEM,White,640.0,5.0,PE/VC,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.20592717104498204,-0.22462403937709646,-0.02174918999231319
5924,Male,False,3.14,STEM,Asian,610.0,5.0,Investment Banking,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7435328417476048,-0.8475039186842742,-0.02174918999231319
5925,Female,False,3.46,Humanities,Hispanic,670.0,5.0,Consulting,Admit,1,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4266614732068832,0.39825583993008135,-0.02174918999231319
5926,Female,False,3.36,Humanities,Asian,670.0,7.0,Nonprofit/Gov,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7484757497836048,0.39825583993008135,1.9613659289918324
5927,Male,False,3.47,STEM,Hispanic,670.0,4.0,Investment Banking,Reject,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.4944800455492127,0.39825583993008135,-1.013306749484386
5928,Female,False,3.12,Humanities,Black,600.0,8.0,Consulting,Reject,1,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8791699864322605,-1.0551305451200002,2.952923488483905
5929,Female,False,3.35,STEM,Asian,580.0,3.0,Consulting,Reject,1,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,-1.470383797991452,-2.0048643089764586
5930,Male,False,3.48,Humanities,Asian,760.0,8.0,Financial Services,Admit,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.562298617891539,2.2668954778516146,2.952923488483905
5931,Male,False,3.18,Humanities,Black,680.0,4.0,Investment Management,Reject,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,0.6058824663658073,-1.013306749484386
5932,Male,False,3.26,Humanities,Asian,670.0,3.0,CPG,Admit,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.07029002636032636,0.39825583993008135,-2.0048643089764586
5933,Male,False,3.26,Humanities,Asian,740.0,6.0,Nonprofit/Gov,Admit,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.07029002636032636,1.851642224980163,0.9698083694997597
5934,Male,False,3.35,STEM,White,630.0,4.0,PE/VC,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,-0.4322506658128224,-1.013306749484386
5935,Male,False,3.18,STEM,Black,670.0,5.021934369602763,Consulting,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,0.39825583993008135,0.0
5936,Female,False,3.4,STEM,Asian,690.0,5.0,PE/VC,Reject,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0197500391529162,0.8135090928015333,-0.02174918999231319
5937,Female,True,3.21,Humanities,White,670.0,5.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,0.39825583993008135,-0.02174918999231319
5938,Male,False,3.36,Humanities,Asian,680.0,5.0,PE/VC,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7484757497836048,0.6058824663658073,-0.02174918999231319
5939,Female,False,3.21,STEM,Black,610.0,5.021934369602763,Health Care,Reject,1,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,-0.8475039186842742,0.0
5940,Male,False,3.27,Humanities,Asian,670.0,5.0,Financial Services,Admit,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1381085987026557,0.39825583993008135,-0.02174918999231319
5941,Male,False,3.32,Humanities,Asian,750.0,4.0,Technology,Reject,0,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,2.059268851415889,-1.013306749484386
5942,Male,False,3.64,Business,White,740.0,6.0,Financial Services,Reject,0,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6473957753687847,1.851642224980163,0.9698083694997597
5943,Male,False,3.22,Humanities,Asian,620.0,5.0,PE/VC,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.200984263008982,-0.6398772922485483,-0.02174918999231319
5944,Male,False,2.9,STEM,White,570.0,5.0,PE/VC,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.371178577963473,-1.678010424427178,-0.02174918999231319
5945,Female,False,3.14,Business,White,630.0,5.0,Investment Banking,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7435328417476048,-0.4322506658128224,-0.02174918999231319
5946,Male,True,3.13,Business,White,600.0,5.0,Financial Services,Reject,0,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-1.0551305451200002,-0.02174918999231319
5947,Male,False,3.24,STEM,White,580.0,3.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.06534711832432633,-1.470383797991452,-2.0048643089764586
5948,Female,False,3.3,STEM,Asian,590.0,4.0,PE/VC,Reject,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,-1.2627571715557262,-1.013306749484386
5949,Male,True,3.36,Humanities,White,650.0,6.0,Nonprofit/Gov,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7484757497836048,-0.016997412941370516,0.9698083694997597
5950,Male,False,3.15,STEM,Other,650.0,6.0,Consulting,Reject,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6757142694052785,-0.016997412941370516,0.9698083694997597
5951,Male,True,3.44,Business,White,740.0,6.0,Nonprofit/Gov,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.2910243285222276,1.851642224980163,0.9698083694997597
5952,Male,True,3.21,STEM,White,610.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,-0.8475039186842742,-0.02174918999231319
5953,Male,True,3.25,STEM,White,620.0,7.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0024714540180000174,-0.6398772922485483,1.9613659289918324
5954,Male,False,3.39,STEM,Hispanic,680.0,5.0,Retail,Admit,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9519314668105898,0.6058824663658073,-0.02174918999231319
5955,Male,False,3.36,Humanities,Asian,700.0,6.0,Other,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7484757497836048,1.0211357192372592,0.9698083694997597
5956,Female,False,3.16,STEM,Hispanic,640.0,5.0,Nonprofit/Gov,Reject,1,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-0.22462403937709646,-0.02174918999231319
5957,Female,True,3.09,STEM,White,630.0,5.0,Consulting,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0826257034592455,-0.4322506658128224,-0.02174918999231319
5958,Female,True,3.4,Business,White,720.0,4.0,Health Care,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0197500391529162,1.436388972108711,-1.013306749484386
5959,Female,False,3.2,Humanities,White,580.0,6.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-1.470383797991452,0.9698083694997597
5960,Male,True,3.31,Humanities,White,660.0,5.0,Investment Management,Admit,0,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4093828880719671,0.1906292134943554,-0.02174918999231319
5961,Female,False,3.15,Humanities,Asian,660.0,5.0,Consulting,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6757142694052785,0.1906292134943554,-0.02174918999231319
5962,Female,True,3.25,STEM,White,570.0,4.0,Financial Services,Reject,1,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0024714540180000174,-1.678010424427178,-1.013306749484386
5963,Male,True,3.28,Humanities,White,650.8186528497409,5.021934369602763,Technology,Reject,0,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20592717104498204,0.0,0.0
5964,Male,False,3.249635578583765,STEM,Black,690.0,5.0,Consulting,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,0.8135090928015333,-0.02174918999231319
5965,Male,False,3.07,Humanities,Asian,620.0,5.0,Consulting,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.2182628481439013,-0.6398772922485483,-0.02174918999231319
5966,Female,False,3.31,Business,White,630.0,7.0,Other,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.4093828880719671,-0.4322506658128224,1.9613659289918324
5967,Female,False,3.22,Humanities,Asian,660.0,5.0,Consulting,Admit,1,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.200984263008982,0.1906292134943554,-0.02174918999231319
5968,Male,False,3.24,Business,Black,600.0,4.0,Technology,Reject,0,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.06534711832432633,-1.0551305451200002,-1.013306749484386
5969,Male,False,3.15,Humanities,Asian,680.0,5.0,PE/VC,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6757142694052785,0.6058824663658073,-0.02174918999231319
5970,Female,True,3.14,Humanities,White,620.0,4.0,Financial Services,Reject,1,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7435328417476048,-0.6398772922485483,-1.013306749484386
5971,Male,False,3.29,Humanities,Black,620.0,6.0,Nonprofit/Gov,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2737457433873114,-0.6398772922485483,0.9698083694997597
5972,Female,False,3.62,Humanities,Other,650.8186528497409,5.0,Technology,Reject,1,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.511758630684129,0.0,-0.02174918999231319
5973,Male,True,3.0,Humanities,White,610.0,4.0,Other,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.6929928545401947,-0.8475039186842742,-1.013306749484386
5974,Male,False,3.25,Humanities,White,630.0,5.0,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0024714540180000174,-0.4322506658128224,-0.02174918999231319
5975,Male,True,3.05,Humanities,White,650.8186528497409,5.021934369602763,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.3538999928285569,0.0,0.0
5976,Male,False,3.1,Humanities,White,620.0,5.0,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.0148071311169162,-0.6398772922485483,-0.02174918999231319
5977,Male,False,3.2,Humanities,Black,720.0,4.0,Nonprofit/Gov,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,1.436388972108711,-1.013306749484386
5978,Male,False,3.18,Business,Black,600.0,5.0,Investment Banking,Reject,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.4722585523782934,-1.0551305451200002,-0.02174918999231319
5979,Male,False,3.2,Humanities,Hispanic,620.0,6.0,Technology,Reject,0,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-0.6398772922485483,0.9698083694997597
5980,Male,False,3.11,Humanities,White,650.0,5.0,Investment Management,Reject,0,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9469885587745899,-0.016997412941370516,-0.02174918999231319
5981,Male,True,3.33,Business,White,650.0,3.0,Technology,Reject,0,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5450200327566228,-0.016997412941370516,-2.0048643089764586
5982,Male,False,3.17,Business,Asian,650.0,6.0,CPG,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.5400771247206227,-0.016997412941370516,0.9698083694997597
5983,Male,True,3.17,Business,White,650.0,5.0,Consulting,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,-0.016997412941370516,-0.02174918999231319
5984,Female,False,3.45,STEM,Black,740.0,5.0,Investment Banking,Reject,1,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3588429008645568,1.851642224980163,-0.02174918999231319
5985,Female,True,3.35,STEM,White,640.0,4.0,Consulting,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,-0.22462403937709646,-1.013306749484386
5986,Male,False,3.23,STEM,White,630.0,5.0,Health Care,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.4322506658128224,-0.02174918999231319
5987,Female,True,3.23,STEM,White,610.0,6.0,Consulting,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.8475039186842742,0.9698083694997597
5988,Male,True,3.3,STEM,White,620.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,-0.6398772922485483,-0.02174918999231319
5989,Male,False,3.14,Humanities,Asian,590.0,4.0,Real Estate,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.7435328417476048,-1.2627571715557262,-1.013306749484386
5990,Male,True,3.09,Business,White,650.0,5.021934369602763,PE/VC,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.0826257034592455,-0.016997412941370516,0.0
5991,Male,True,3.13,STEM,White,640.0,5.0,Investment Banking,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-0.22462403937709646,-0.02174918999231319
5992,Female,False,3.36,STEM,Asian,650.0,5.0,PE/VC,Reject,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7484757497836048,-0.016997412941370516,-0.02174918999231319
5993,Male,False,3.44,STEM,White,720.0,5.0,Consulting,Admit,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2910243285222276,1.436388972108711,-0.02174918999231319
5994,Male,False,3.16,STEM,Other,600.0,5.0,Consulting,Reject,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-1.0551305451200002,-0.02174918999231319
5995,Female,False,3.27,STEM,Asian,660.0,4.0,Consulting,Admit,1,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1381085987026557,0.1906292134943554,-1.013306749484386
5996,Female,True,3.31,Business,White,640.0,5.0,Nonprofit/Gov,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.4093828880719671,-0.22462403937709646,-0.02174918999231319
5997,Female,False,3.23,Business,Black,710.0,5.0,Consulting,Admit,1,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.13316569066665568,1.228762345672985,-0.02174918999231319
5998,Female,True,3.12,STEM,White,620.0,4.0,Technology,Reject,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8791699864322605,-0.6398772922485483,-1.013306749484386
5999,Male,False,3.48,Business,Hispanic,730.0,6.0,Consulting,Reject,0,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.562298617891539,1.644015598544437,0.9698083694997597
6000,Female,False,3.56,Humanities,Black,630.0,6.0,Consulting,Reject,1,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.104847196630162,-0.4322506658128224,0.9698083694997597
6001,Male,False,3.24,Humanities,Black,650.8186528497409,5.0,Nonprofit/Gov,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.06534711832432633,0.0,-0.02174918999231319
6002,Female,True,3.08,Humanities,White,640.0,6.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1504442758015718,-0.22462403937709646,0.9698083694997597
6003,Male,False,3.35,Humanities,Asian,690.0,5.0,Other,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6806571774412785,0.8135090928015333,-0.02174918999231319
6004,Male,True,3.18,Humanities,White,710.0,4.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,1.228762345672985,-1.013306749484386
6005,Male,False,3.33,Humanities,Asian,640.0,3.0,Consulting,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5450200327566228,-0.22462403937709646,-2.0048643089764586
6006,Male,False,3.37,Humanities,Asian,690.0,6.0,Consulting,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,0.8135090928015333,0.9698083694997597
6008,Female,False,3.13,Humanities,Asian,650.0,6.0,PE/VC,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-0.016997412941370516,0.9698083694997597
6009,Female,False,3.249635578583765,Humanities,Asian,640.0,5.0,Consulting,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-0.22462403937709646,-0.02174918999231319
6010,Male,False,3.17,STEM,Asian,610.0,4.0,Other,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.5400771247206227,-0.8475039186842742,-1.013306749484386
6011,Male,True,3.2,Humanities,White,620.0,7.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-0.6398772922485483,1.9613659289918324
6012,Male,False,3.06,STEM,White,600.0,5.0,Financial Services,Reject,0,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.2860814204862276,-1.0551305451200002,-0.02174918999231319
6013,Male,False,3.29,Humanities,Asian,640.0,5.0,Consulting,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2737457433873114,-0.22462403937709646,-0.02174918999231319
6014,Female,False,3.17,Humanities,Hispanic,650.8186528497409,5.021934369602763,Other,Reject,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.5400771247206227,0.0,0.0
6015,Female,False,3.249635578583765,Business,White,670.0,6.0,Investment Banking,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,0.39825583993008135,0.9698083694997597
6016,Male,False,3.03,STEM,White,570.0,4.0,Investment Banking,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.4895371375132125,-1.678010424427178,-1.013306749484386
6017,Female,False,3.41,Humanities,White,670.0,3.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0875686114952456,0.39825583993008135,-2.0048643089764586
6018,Female,False,3.17,Business,Black,640.0,4.0,Investment Management,Reject,1,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,-0.22462403937709646,-1.013306749484386
6019,Male,True,3.47,Business,White,770.0,6.0,Financial Services,Admit,0,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4944800455492127,2.474522104287341,0.9698083694997597
6020,Female,False,3.14,STEM,White,620.0,3.0,Investment Banking,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7435328417476048,-0.6398772922485483,-2.0048643089764586
6021,Male,False,3.13,STEM,Asian,670.0,5.0,Investment Banking,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8113514140899342,0.39825583993008135,-0.02174918999231319
6022,Female,True,3.36,Business,White,620.0,5.0,Consulting,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7484757497836048,-0.6398772922485483,-0.02174918999231319
6023,Male,True,3.18,Humanities,White,650.0,5.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,-0.016997412941370516,-0.02174918999231319
6024,Female,True,3.53,Humanities,White,710.0,6.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9013914796031768,1.228762345672985,0.9698083694997597
6025,Male,True,3.15,Business,White,650.8186528497409,5.0,Investment Banking,Reject,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.6757142694052785,0.0,-0.02174918999231319
6026,Male,False,3.05,Humanities,White,570.0,6.0,Technology,Reject,0,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3538999928285569,-1.678010424427178,0.9698083694997597
6027,Female,False,3.47,Humanities,Black,780.0,5.0,Consulting,Reject,1,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4944800455492127,2.6821487307230667,-0.02174918999231319
